Line in Master,Company,Industry,Code,Metrics,Reported,Quantitative,MonetaryLoss
527.0,MetLife Inc,INSURANCE,FN-IN-270a.2,Complaints-to-claims ratio,1,1.0,
527.0,MetLife Inc,INSURANCE,FN-IN-270a.3,Customer retention rate,1,1.0,
527.0,MetLife Inc,INSURANCE,FN-IN-270a.4,Description of approach to informing customers about products,1,0.0,
527.0,MetLife Inc,INSURANCE,FN-IN-410a.1,"Total invested assets, by industry and asset class",1,1.0,
527.0,MetLife Inc,INSURANCE,FN-IN-410a.2,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment management processes and strategies",1,0.0,
527.0,MetLife Inc,INSURANCE,FN-IN-410b.1,Net premiums written related to energy efficiency and low carbon technology,0,1.0,
527.0,MetLife Inc,INSURANCE,FN-IN-410b.2,"Discussion of products and/or product features that incentivize health, safety, and/or environmentally responsible actions and/or behaviors",1,0.0,
527.0,MetLife Inc,INSURANCE,FN-IN-450a.1,Probable Maximum Loss (PML) of insured products from weather-related natural catastrophes,1,1.0,
527.0,MetLife Inc,INSURANCE,FN-IN-450a.2,"Total amount of monetary losses attributable to insurance payouts from (1) modeled natural catastrophes and (2) non-modeled natural catastrophes, by type of event and geographic segment (net and gross of reinsurance)",1,1.0,1.0
527.0,MetLife Inc,INSURANCE,FN-IN-450a.3,Description of approach to incorporation of environmental risks into (1) the underwriting process for individual contracts and (2) the management of firm-level risks and capital adequacy,1,0.0,
527.0,MetLife Inc,INSURANCE,FN-IN-550a.1,"Exposure to derivative instruments by category: (1) total potential exposure to non-centrally cleared derivatives, (2) total fair value of acceptable collateral posted with the Central Clearinghouse, and (3) total potential exposure to centrally cleared derivatives",1,1.0,
527.0,MetLife Inc,INSURANCE,FN-IN-550a.2,Total fair value of securities lending collateral assets,1,1.0,
527.0,MetLife Inc,INSURANCE,FN-IN-550a.3,Description of approach to managing capital- and liquidity-related risks associated with systemic non-insurance activities,1,0.0,
528.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-270a.1,"(1) Number and (2) percentage of covered employees with a record of investment-related investigations, consumer-initiated complaints, private civil litigations, or other regulatory proceedings",1,1.0,
528.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-270a.2,Total amount of monetary losses as a result of legal proceedings associated with marketing and communication of financial product-related information to new and returning customers,1,1.0,1.0
528.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-270a.3,Description of approach to informing customers about products and services,1,0.0,
528.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-330a.1,"Percentage of gender and racial/ethnic group representation for (1) executive management, (2) non-executive management, (3) professionals, and (4) all other employees",1,1.0,
528.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-410a.1,"Amount of assets under management, by asset class, that employ (1) integration of environmental, social, and governance (ESG) issues, (2) sustainability themed investing, and (3) screening",1,1.0,
528.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-410a.2,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment and/or wealth management processes and strategies",1,0.0,
528.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-410a.3,Description of proxy voting and investee engagement policies and procedures,1,0.0,
528.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-510a.1,"Total amount of monetary losses as a result of legal proceedings associated with fraud, insider trading, anti-trust, anti-competitive behavior, market manipulation, malpractice, or other related financial industry laws or regulations",1,1.0,1.0
528.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-510a.2,Description of whistleblower policies and procedures,1,0.0,
528.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-550a.3,"Total exposure to securities financing
transactions",1,1.0,
528.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-550a.4,Net exposure to written credit derivatives,1,1.0,
528.0,MetLife Inc,INSURANCE,FN-IN-270a.1,Total amount of monetary losses as a result of legal proceedings associated with marketing and communication of insurance product-related information to new and returning customers,1,1.0,1.0
528.0,MetLife Inc,INSURANCE,FN-IN-270a.2,Complaints-to-claims ratio,0,1.0,
528.0,MetLife Inc,INSURANCE,FN-IN-270a.3,Customer retention rate,1,1.0,
528.0,MetLife Inc,INSURANCE,FN-IN-270a.4,Description of approach to informing customers about products,1,0.0,
528.0,MetLife Inc,INSURANCE,FN-IN-410a.1,"Total invested assets, by industry and asset class",1,1.0,
528.0,MetLife Inc,INSURANCE,FN-IN-410a.2,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment management processes and strategies",1,0.0,
528.0,MetLife Inc,INSURANCE,FN-IN-410b.1,Net premiums written related to energy efficiency and low carbon technology,0,1.0,
528.0,MetLife Inc,INSURANCE,FN-IN-410b.2,"Discussion of products and/or product features that incentivize health, safety, and/or environmentally responsible actions and/or behaviors",1,0.0,
528.0,MetLife Inc,INSURANCE,FN-IN-450a.1,Probable Maximum Loss (PML) of insured products from weather-related natural catastrophes,1,1.0,
528.0,MetLife Inc,INSURANCE,FN-IN-450a.2,"Total amount of monetary losses attributable to insurance payouts from (1) modeled natural catastrophes and (2) non-modeled natural catastrophes, by type of event and geographic segment (net and gross of reinsurance)",2,1.0,1.0
528.0,MetLife Inc,INSURANCE,FN-IN-450a.3,Description of approach to incorporation of environmental risks into (1) the underwriting process for individual contracts and (2) the management of firm-level risks and capital adequacy,1,0.0,
528.0,MetLife Inc,INSURANCE,FN-IN-550a.1,"Exposure to derivative instruments by category: (1) total potential exposure to non-centrally cleared derivatives, (2) total fair value of acceptable collateral posted with the Central Clearinghouse, and (3) total potential exposure to centrally cleared derivatives",1,1.0,
528.0,MetLife Inc,INSURANCE,FN-IN-550a.2,Total fair value of securities lending collateral assets,1,1.0,
528.0,MetLife Inc,INSURANCE,FN-IN-550a.3,Description of approach to managing capital- and liquidity-related risks associated with systemic non-insurance activities,1,0.0,
530.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-110a.1,(1) Gross global Scope 1 emissions and (2) amount of total emissions from perfluorinated compounds,1,0.0,
530.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-110a.2,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",1,0.0,
530.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
530.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
530.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-150a.1,"Amount of hazardous waste from manufacturing, percentage recycled",1,1.0,
530.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-320a.1,"Description of efforts to assess, monitor, and reduce exposure of employees to human health hazards",1,0.0,
530.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-320a.2,Total amount of monetary losses as a result of legal proceedings associated with employee health and safety violations,1,1.0,1.0
530.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-330a.1,Percentage of employees that are (1) foreign nationals and (2) located offshore,1,1.0,
530.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-410a.1,Percentage of products by revenue that contain IEC 62474 declarable substances,0,1.0,
530.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-410a.2,"Processor energy efficiency at a system-level for: (1) servers, (2) desktops, and (3) laptops",2,1.0,
530.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-440a.1,Description of the management of risks associated with the use of critical materials,1,0.0,
530.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-520a.1,Total amount of monetary losses as a result of legal proceedings associated with anti-competitive behavior regulations,1,1.0,1.0
532.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-110a.1,(1) Gross global Scope 1 emissions and (2) amount of total emissions from perfluorinated compounds,1,0.0,
532.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-110a.2,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",1,0.0,
532.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
532.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
532.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-150a.1,"Amount of hazardous waste from manufacturing, percentage recycled",1,1.0,
532.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-320a.1,"Description of efforts to assess, monitor, and reduce exposure of employees to human health hazards",1,0.0,
532.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-320a.2,Total amount of monetary losses as a result of legal proceedings associated with employee health and safety violations,1,1.0,1.0
532.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-330a.1,Percentage of employees that are (1) foreign nationals and (2) located offshore,1,1.0,
532.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-410a.1,Percentage of products by revenue that contain IEC 62474 declarable substances,0,1.0,
532.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-410a.2,"Processor energy efficiency at a system-level for: (1) servers, (2) desktops, and (3) laptops",0,1.0,
532.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-440a.1,Description of the management of risks associated with the use of critical materials,1,0.0,
532.0,Micron Technology Inc,SEMICONDUCTORS,TC-SC-520a.1,Total amount of monetary losses as a result of legal proceedings associated with anti-competitive behavior regulations,1,1.0,1.0
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-110a.1,Gross global Scope 1 emissions,1,1.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-110a.2,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",1,0.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-110a.3,"Fleet fuel consumed, percentage renewable",1,1.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-130a.1,"(1) Operational energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-140a.2,Description of water management risks and discussion of strategies and practices to mitigate those risks,1,0.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-140a.3,"Number of incidents of non-compliance associated with water quantity and/or quality permits, standards, and regulations",1,1.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-250a.1,Global Food Safety Initiative (GFSI) audit (1) non-conformance rate and (2) associated corrective action rate for (a) major and (b) minor non-conformances,1,1.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-250a.2,Percentage of agricultural products sourced from suppliers certified to a Global Food Safety Initiative (GFSI) recognized food safety certification program,1,1.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-250a.3,(1) Number of recalls issued and (2) total amount of food product recalled,1,1.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, and (3) near miss frequency rate (NMFR) for (a) direct employees and (b) seasonal and migrant employees",1,1.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-430a.1,"Percentage of agricultural products sourced that are certified to a third-party environmental and/or social standard, and percentages by standard",0,1.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-430a.2,Suppliers’ social and environmental responsibility audit (1) non-conformance rate and (2) associated corrective action rate for (a) major and (b) minor non-conformances,0,1.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-430a.3,Discussion of strategy to manage environmental and social risks arising from contract growing and commodity sourcing,1,0.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-430b.1,Discussion of strategies to manage the use of genetically modified organisms (GMOs),0,0.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-440a.1,Identification of principal crops and description of risks and opportunities presented by climate change,1,0.0,
535.0,Mission Produce Inc,AGRICULTURAL PRODUCTS,FB-AG-440a.2,Percentage of agricultural products sourced from regions with High or Extremely High Baseline Water Stress,1,1.0,
535.0,Mission Produce Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-110a.1,"Fleet fuel consumed, percentage renewable",0,1.0,
535.0,Mission Produce Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-110b.1,Gross global Scope 1 emissions from refrigerants,1,1.0,
535.0,Mission Produce Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-110b.2,Percentage of refrigerants consumed with zero ozone-depleting potential,1,1.0,
535.0,Mission Produce Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-110b.3,Average refrigerant emissions rate,0,1.0,
535.0,Mission Produce Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-130a.1,"(1) Operational energy consumed, (2) percentage grid electricity, (3) percentage renewable",0,1.0,
535.0,Mission Produce Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-150a.1,"Amount of food waste generated, percentage diverted from the waste stream",1,1.0,
535.0,Mission Produce Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-230a.1,"(1) Number of data breaches, (2) percentage involving personally identifiable information (PII), (3) number of customers affected",1,1.0,
535.0,Mission Produce Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-230a.2,Description of approach to identifying and addressing data security risks,1,0.0,
535.0,Mission Produce Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-250a.1,High-risk food safety violation rate,1,1.0,
535.0,Mission Produce Inc,FOOD RETAILERS & DISTRIBUTORS,FB-FR-250a.2,"(1) Number of recalls, (2) number of units recalled, (3) percentage of units recalled that are private-label products",0,1.0,
